trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Multi_dir0-1,sw_Healthy_vs_Multi_dir0-1-2,sw_Healthy_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1_vs_Multi_dir0-1-2,sw_Multi_dir0-1_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1-2_vs_Multi_dir0-1-2-3,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
94,1,210.0,300.0,False,2.37602719104051,2.4585038874094813,1.6163175626757218,0.17061534696758351,0.8861589341957701,0.9932867269851104,0.04267185053764943,2.150282880375238,0.3790688782973736
95,1,210.0,330.0,False,2.325632377440542,2.3164552269316623,1.3769671701867972,0.10727868091802077,1.1732599645675694,1.174402005788459,0.04568821352763029,2.006351591519667,0.445057762082818
96,1,240.0,0.0,False,2.165961628543254,2.097946006162781,2.0506899318271157,0.18192079073071976,0.34704764716622516,0.4833706104521911,0.03738416704454238,2.10486585551105,0.04731317119088095
97,1,240.0,30.0,False,1.9293946842845187,1.9367376400066885,1.8034995635649014,0.16935075415625964,0.26918824673541825,0.39438240540527514,0.027043782566035183,1.8898772959520362,0.06115180149399821
98,1,240.0,60.0,False,2.2632146390589796,2.2591835329914582,2.0921014861643172,0.1935313885235196,0.18619162818505677,0.28193481676853294,0.0630497470091168,2.2048332194049185,0.07973035897575627
99,1,240.0,90.0,False,2.307645244533367,2.4805435559982256,2.231346127880207,0.2605804218372091,0.18689724590840684,0.2852666225587891,0.03172848714904699,2.339844976137267,0.10425116012681787
100,1,240.0,120.0,False,2.027561229984938,2.484258439514715,2.305304094413801,1.3903817837615082,1.3136874360904822,0.22965135306215148,0.08549442463294556,2.2723745879711514,0.18789420710245183
101,1,240.0,150.0,False,2.184329916045815,2.718361625730987,2.6007092908740965,1.0424160904957835,0.9740438874877987,0.16551421305950564,0.022299651720525483,2.501133610883633,0.22910543973098105
102,1,240.0,180.0,False,2.501841974345879,2.908822852600426,2.724934635693316,0.6355022246562714,0.45323320189127003,0.2554521993165157,0.020681036292816358,2.7118664875465406,0.16640601188699122
103,1,240.0,210.0,False,3.0414312716728364,2.9555146079873644,2.6654537609889095,0.3366627405634287,0.4298962280330355,0.401124317040461,0.024185048574047654,2.8874665468830365,0.16085744434138846
104,1,240.0,240.0,True,2.8574795028157975,2.6888955843941957,2.445296548230421,0.3428225133943465,0.43054485228470113,0.5033422161293852,0.05653440411861034,2.663890545146805,0.1691993617078294
105,1,240.0,270.0,False,2.4929163590167014,2.3637892398741354,2.296584315707117,0.29140385978174266,0.25701708101374177,0.43062657118278413,0.019197814477650885,2.384429971532651,0.08147023039154964
